file_name,Date_str,Field,Flight,photo_name,height_x,width_x,id_x,lon_degrees,lon_minutes,lon_seconds,lat_degrees,lat_minutes,lat_seconds,id_y,image_id,category_id,center_x,center_y,width_y,height_y
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0912.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0912.JPG,4032,3024,8,54,22,33.8349,10,9,51.3586,26,8,1,0.405284,0.235241,0.0255893,0.0311156
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0912.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0912.JPG,4032,3024,8,54,22,33.8349,10,9,51.3586,27,8,0,0.53921,0.200003,0.0229096,0.0310555
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0912.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0912.JPG,4032,3024,8,54,22,33.8349,10,9,51.3586,28,8,1,0.408438,0.955645,0.022514,0.0298611
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0912.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0912.JPG,4032,3024,8,54,22,33.8349,10,9,51.3586,29,8,0,0.559509,0.0148144,0.0229361,0.0296287
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0912.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0912.JPG,4032,3024,8,54,22,33.8349,10,9,51.3586,30,8,0,0.990853,0.422865,0.0182939,0.0281509
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0912.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0912.JPG,4032,3024,8,54,22,33.8349,10,9,51.3586,31,8,0,0.932562,0.751129,0.0237067,0.0298829
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0912.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0912.JPG,4032,3024,8,54,22,33.8349,10,9,51.3586,32,8,1,0.314502,0.153146,0.0221826,0.0270864
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0912.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0912.JPG,4032,3024,8,54,22,33.8349,10,9,51.3586,33,8,1,0.988624,0.0988467,0.0227518,0.0267511
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0912.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0912.JPG,4032,3024,8,54,22,33.8349,10,9,51.3586,34,8,0,0.321255,0.706028,0.0159842,0.0255714
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0913.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0913.JPG,4032,3024,9,54,22,34.0902,10,9,49.8769,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0914.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0914.JPG,4032,3024,10,54,22,33.6078,10,9,49.3381,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0915.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0915.JPG,4032,3024,11,54,22,33.1172,10,9,48.7897,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0916.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0916.JPG,4032,3024,12,54,22,32.6344,10,9,48.2614,35,12,0,0.359725,0.176167,0.0195748,0.0397946
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0916.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0916.JPG,4032,3024,12,54,22,32.6344,10,9,48.2614,36,12,1,0.475302,0.149225,0.0172286,0.0315515
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0916.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0916.JPG,4032,3024,12,54,22,32.6344,10,9,48.2614,37,12,0,0.357474,0.0203738,0.0235804,0.0244294
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0917.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0917.JPG,4032,3024,13,54,22,32.1472,10,9,47.7193,38,13,0,0.351317,0.823365,0.0168571,0.0307793
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0917.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0917.JPG,4032,3024,13,54,22,32.1472,10,9,47.7193,39,13,1,0.4463,0.87378,0.0272526,0.0301455
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0917.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0917.JPG,4032,3024,13,54,22,32.1472,10,9,47.7193,40,13,0,0.305132,0.850251,0.0177788,0.0310722
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0917.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0917.JPG,4032,3024,13,54,22,32.1472,10,9,47.7193,41,13,0,0.329507,0.944742,0.0207871,0.0391835
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0918.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0918.JPG,4032,3024,14,54,22,31.6605,10,9,47.1661,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0919.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0919.JPG,4032,3024,15,54,22,31.1645,10,9,46.612,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0920.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0920.JPG,4032,3024,16,54,22,30.6825,10,9,46.0765,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0921.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0921.JPG,4032,3024,17,54,22,30.4713,10,9,45.8456,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0922.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0922.JPG,4032,3024,18,54,22,31.2239,10,9,44.8567,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0923.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0923.JPG,4032,3024,19,54,22,31.7,10,9,45.4309,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0924.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0924.JPG,4032,3024,20,54,22,32.1881,10,9,45.9674,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0925.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0925.JPG,4032,3024,21,54,22,32.6774,10,9,46.5154,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0926.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0926.JPG,4032,3024,22,54,22,33.1661,10,9,47.0588,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0927.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0927.JPG,4032,3024,23,54,22,33.6538,10,9,47.6031,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0928.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0928.JPG,4032,3024,24,54,22,34.1365,10,9,48.1418,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0929.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0929.JPG,4032,3024,25,54,22,34.3643,10,9,48.3926,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0930.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0930.JPG,4032,3024,26,54,22,34.6167,10,9,46.8935,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0931.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0931.JPG,4032,3024,27,54,22,34.1413,10,9,46.3539,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0932.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0932.JPG,4032,3024,28,54,22,33.1602,10,9,45.2654,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0933.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0933.JPG,4032,3024,29,54,22,32.6799,10,9,44.7321,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0934.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0934.JPG,4032,3024,30,54,22,32.1905,10,9,44.1992,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0935.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0935.JPG,4032,3024,31,54,22,31.9534,10,9,43.9245,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0936.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0936.JPG,4032,3024,32,54,22,33.6876,10,9,51.9814,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0937.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0937.JPG,4032,3024,33,54,22,33.2071,10,9,51.452,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0938.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0938.JPG,4032,3024,34,54,22,32.718,10,9,50.904,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0939.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0939.JPG,4032,3024,35,54,22,32.2312,10,9,50.3622,42,35,1,0.309891,0.86691,0.0194908,0.0251614
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0939.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0939.JPG,4032,3024,35,54,22,32.2312,10,9,50.3622,43,35,1,0.505229,0.162174,0.023503,0.0303474
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0939.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0939.JPG,4032,3024,35,54,22,32.2312,10,9,50.3622,44,35,1,0.874963,0.0424805,0.0196443,0.0227799
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0939.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0939.JPG,4032,3024,35,54,22,32.2312,10,9,50.3622,45,35,1,0.593001,0.367996,0.0157693,0.0289297
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0939.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0939.JPG,4032,3024,35,54,22,32.2312,10,9,50.3622,46,35,0,0.961293,0.373213,0.0255604,0.0276902
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0939.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0939.JPG,4032,3024,35,54,22,32.2312,10,9,50.3622,47,35,1,0.628017,0.361459,0.0153065,0.028274
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0939.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0939.JPG,4032,3024,35,54,22,32.2312,10,9,50.3622,48,35,2,0.517391,0.0175381,0.0275135,0.0300679
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0939.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0939.JPG,4032,3024,35,54,22,32.2312,10,9,50.3622,49,35,1,0.835832,0.00858198,0.0212592,0.017164
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0940.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0940.JPG,4032,3024,36,54,22,31.7431,10,9,49.8184,50,36,1,0.962583,0.906143,0.0147084,0.0295503
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0940.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0940.JPG,4032,3024,36,54,22,31.7431,10,9,49.8184,51,36,1,0.33954,0.647982,0.0151624,0.0250302
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0940.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0940.JPG,4032,3024,36,54,22,31.7431,10,9,49.8184,52,36,1,0.867273,0.802994,0.0218009,0.0289177
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0940.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0940.JPG,4032,3024,36,54,22,31.7431,10,9,49.8184,53,36,0,0.347994,0.574251,0.0166309,0.0283536
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0940.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0940.JPG,4032,3024,36,54,22,31.7431,10,9,49.8184,54,36,0,0.881643,0.873513,0.0202037,0.0270331
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0941.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0941.JPG,4032,3024,37,54,22,31.2607,10,9,49.2809,55,37,0,0.323254,0.644802,0.0186933,0.031969
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0941.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0941.JPG,4032,3024,37,54,22,31.2607,10,9,49.2809,56,37,0,0.282088,0.60177,0.0268317,0.0448462
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0941.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0941.JPG,4032,3024,37,54,22,31.2607,10,9,49.2809,57,37,0,0.0381678,0.732799,0.0252279,0.0345774
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0941.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0941.JPG,4032,3024,37,54,22,31.2607,10,9,49.2809,58,37,0,0.3868,0.673462,0.0213053,0.0391887
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0942.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0942.JPG,4032,3024,38,54,22,30.769,10,9,48.7363,59,38,2,0.740535,0.833476,0.0226149,0.0302304
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0943.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0943.JPG,4032,3024,39,54,22,30.2803,10,9,48.1951,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0944.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0944.JPG,4032,3024,40,54,22,29.7928,10,9,47.6511,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0945.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0945.JPG,4032,3024,41,54,22,29.3547,10,9,47.1572,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0946.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0946.JPG,4032,3024,42,54,22,29.9006,10,9,45.9809,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0947.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0947.JPG,4032,3024,43,54,22,30.3857,10,9,46.5307,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0948.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0948.JPG,4032,3024,44,54,22,30.8747,10,9,47.072,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0949.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0949.JPG,4032,3024,45,54,22,31.3622,10,9,47.6193,,,,,,,
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0950.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0950.JPG,4032,3024,46,54,22,32.3357,10,9,48.702,60,46,0,0.662455,0.774901,0.017998,0.0326692
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0950.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0950.JPG,4032,3024,46,54,22,32.3357,10,9,48.702,61,46,1,0.264292,0.424553,0.0163273,0.0266511
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0950.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0950.JPG,4032,3024,46,54,22,32.3357,10,9,48.702,62,46,0,0.363572,0.336488,0.0178032,0.029606
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0950.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0950.JPG,4032,3024,46,54,22,32.3357,10,9,48.702,63,46,0,0.229504,0.0626091,0.0184632,0.021178
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0950.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0950.JPG,4032,3024,46,54,22,32.3357,10,9,48.702,64,46,1,0.209982,0.481712,0.0195677,0.0236948
Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 2\DJI_0950.JPG,2024_Dezember_03,Kontrollfeld,Flug 2,DJI_0950.JPG,4032,3024,46,54,22,32.3357,10,9,48.702,65,46,0,0.422865,0.295971,0.0255472,0.0359794
