,file_name_x,height_x_x,width_x_x,lat,lon,id_x,lon_degrees_x,lon_minutes_x,lon_seconds_x,lat_degrees_x,lat_minutes_x,lat_seconds_x,id_y_x,image_id_x,category_id_x,bbox,center_x,center_y,width_y,height_y,file_name_y,Date_str,Field,Flight,photo_name,height_x_y,width_x_y,lon_degrees_y,lon_minutes_y,lon_seconds_y,lat_degrees_y,lat_minutes_y,lat_seconds_y,id_y_y,image_id_y,category_id_y
10,C:\Users\247404\Documents\2024\ducks\test_2025\1071.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 42.083}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.7238}",1071,54,22,27.7238,10,9,42.083,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Februar_21\Neues feld\DJI_0222.JPG,2025_Februar_21,Neues feld,Flug 1,DJI_0222.JPG,4032.0,3024.0,54.0,22.0,27.7238,10.0,9.0,42.083,,,
11,C:\Users\247404\Documents\2024\ducks\test_2025\109.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 39.3531}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.0063}",109,54,22,27.0063,10,9,39.3531,,,,,,,,,,,,,,,,,,,,,,,,
12,C:\Users\247404\Documents\2024\ducks\test_2025\1095.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 51.4515}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.2064}",1095,54,22,33.2064,10,9,51.4515,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Februar_25\Altes feld\DJI_0248.JPG,2025_Februar_25,Altes feld,Flug 1,DJI_0248.JPG,4032.0,3024.0,54.0,22.0,33.2064,10.0,9.0,51.4515,,,
13,C:\Users\247404\Documents\2024\ducks\test_2025\11.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 48.7897}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.1172}",11,54,22,33.1172,10,9,48.7897,,,,,,,,,Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0915.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0915.JPG,4032.0,3024.0,54.0,22.0,33.1172,10.0,9.0,48.7897,,,
14,C:\Users\247404\Documents\2024\ducks\test_2025\1111.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 50.3193}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.8076}",1111,54,22,33.8076,10,9,50.3193,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Februar_25\Altes feld\DJI_0264.JPG,2025_Februar_25,Altes feld,Flug 1,DJI_0264.JPG,4032.0,3024.0,54.0,22.0,33.8076,10.0,9.0,50.3193,,,
15,C:\Users\247404\Documents\2024\ducks\test_2025\1128.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 46.3322}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.4279}",1128,54,22,33.4279,10,9,46.3322,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Februar_25\Altes feld\DJI_0281.JPG,2025_Februar_25,Altes feld,Flug 1,DJI_0281.JPG,4032.0,3024.0,54.0,22.0,33.4279,10.0,9.0,46.3322,,,
16,C:\Users\247404\Documents\2024\ducks\test_2025\1152.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 42.6667}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 28.1947}",1152,54,22,28.1947,10,9,42.6667,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Februar_25\Neues Feld\DJI_0223.JPG,2025_Februar_25,Neues Feld,Flug 1,DJI_0223.JPG,4032.0,3024.0,54.0,22.0,28.1947,10.0,9.0,42.6667,,,
17,C:\Users\247404\Documents\2024\ducks\test_2025\1171.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 38.265}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.6275}",1171,54,22,27.6275,10,9,38.265,1.0,17.0,0.0,"{'center_x': 0.289172, 'center_y': 0.734332, 'width': 0.016596, 'height': 0.036126}",0.289172,0.734332,0.016596,0.036126,,,,,,,,,,,,,,,,
18,C:\Users\247404\Documents\2024\ducks\test_2025\1171.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 38.265}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.6275}",1171,54,22,27.6275,10,9,38.265,2.0,17.0,0.0,"{'center_x': 0.973662, 'center_y': 0.08847, 'width': 0.025648, 'height': 0.029155}",0.973662,0.08847,0.025648,0.029155,,,,,,,,,,,,,,,,
19,C:\Users\247404\Documents\2024\ducks\test_2025\1171.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 38.265}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.6275}",1171,54,22,27.6275,10,9,38.265,3.0,17.0,0.0,"{'center_x': 0.647526, 'center_y': 0.504359, 'width': 0.015883, 'height': 0.03736}",0.647526,0.504359,0.015883,0.03736,,,,,,,,,,,,,,,,
20,C:\Users\247404\Documents\2024\ducks\test_2025\1173.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 39.4367}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 28.5699}",1173,54,22,28.5699,10,9,39.4367,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Februar_25\Neues Feld\DJI_0244.JPG,2025_Februar_25,Neues Feld,Flug 1,DJI_0244.JPG,4032.0,3024.0,54.0,22.0,28.5699,10.0,9.0,39.4367,,,
21,C:\Users\247404\Documents\2024\ducks\test_2025\1217.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 42.6047}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.6464}",1217,54,22,26.6464,10,9,42.6047,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0004.JPG,2025_Januar_01,Neues Feld,Flug 1,DJI_0004.JPG,4032.0,3024.0,54.0,22.0,26.6464,10.0,9.0,42.6047,,,
22,C:\Users\247404\Documents\2024\ducks\test_2025\1225.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 37.4406}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 23.9412}",1225,54,22,23.9412,10,9,37.4406,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0012.JPG,2025_Januar_01,Neues Feld,Flug 1,DJI_0012.JPG,4032.0,3024.0,54.0,22.0,23.9412,10.0,9.0,37.4406,,,
23,C:\Users\247404\Documents\2024\ducks\test_2025\1233.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 42.6689}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 28.193}",1233,54,22,28.193,10,9,42.6689,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_01\Neues Feld\DJI_0020.JPG,2025_Januar_01,Neues Feld,Flug 1,DJI_0020.JPG,4032.0,3024.0,54.0,22.0,28.193,10.0,9.0,42.6689,,,
24,C:\Users\247404\Documents\2024\ducks\test_2025\126.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7853}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3157}",126,54,22,33.3157,10,9,49.7853,4.0,22.0,0.0,"{'center_x': 0.676231, 'center_y': 0.975003, 'width': 0.016075, 'height': 0.031887}",0.676231,0.975003,0.016075,0.031887,,,,,,,,,,,,,,,,
25,C:\Users\247404\Documents\2024\ducks\test_2025\126.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7853}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3157}",126,54,22,33.3157,10,9,49.7853,5.0,22.0,0.0,"{'center_x': 0.412833, 'center_y': 0.669834, 'width': 0.014682, 'height': 0.029788}",0.412833,0.669834,0.014682,0.029788,,,,,,,,,,,,,,,,
26,C:\Users\247404\Documents\2024\ducks\test_2025\126.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7853}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3157}",126,54,22,33.3157,10,9,49.7853,6.0,22.0,0.0,"{'center_x': 0.176642, 'center_y': 0.414188, 'width': 0.018484, 'height': 0.034118}",0.176642,0.414188,0.018484,0.034118,,,,,,,,,,,,,,,,
27,C:\Users\247404\Documents\2024\ducks\test_2025\126.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7853}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3157}",126,54,22,33.3157,10,9,49.7853,7.0,22.0,,"{'center_x': 0.406425, 'center_y': 0.84797, 'width': 0.022705, 'height': 0.035183}",0.406425,0.84797,0.022705,0.035183,,,,,,,,,,,,,,,,
28,C:\Users\247404\Documents\2024\ducks\test_2025\126.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7853}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3157}",126,54,22,33.3157,10,9,49.7853,8.0,22.0,,"{'center_x': 0.289835, 'center_y': 0.655254, 'width': 0.022359, 'height': 0.02131}",0.289835,0.655254,0.022359,0.02131,,,,,,,,,,,,,,,,
29,C:\Users\247404\Documents\2024\ducks\test_2025\126.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7853}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3157}",126,54,22,33.3157,10,9,49.7853,9.0,22.0,1.0,"{'center_x': 0.201443, 'center_y': 0.119557, 'width': 0.019232, 'height': 0.033763}",0.201443,0.119557,0.019232,0.033763,,,,,,,,,,,,,,,,
30,C:\Users\247404\Documents\2024\ducks\test_2025\126.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7853}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3157}",126,54,22,33.3157,10,9,49.7853,10.0,22.0,0.0,"{'center_x': 0.711605, 'center_y': 0.633188, 'width': 0.023814, 'height': 0.03154}",0.711605,0.633188,0.023814,0.03154,,,,,,,,,,,,,,,,
31,C:\Users\247404\Documents\2024\ducks\test_2025\126.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7853}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3157}",126,54,22,33.3157,10,9,49.7853,11.0,22.0,1.0,"{'center_x': 0.243598, 'center_y': 0.786956, 'width': 0.019288, 'height': 0.038789}",0.243598,0.786956,0.019288,0.038789,,,,,,,,,,,,,,,,
32,C:\Users\247404\Documents\2024\ducks\test_2025\126.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7853}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3157}",126,54,22,33.3157,10,9,49.7853,12.0,22.0,0.0,"{'center_x': 0.290165, 'center_y': 0.658157, 'width': 0.025657, 'height': 0.028643}",0.290165,0.658157,0.025657,0.028643,,,,,,,,,,,,,,,,
33,C:\Users\247404\Documents\2024\ducks\test_2025\126.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7853}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3157}",126,54,22,33.3157,10,9,49.7853,13.0,22.0,0.0,"{'center_x': 0.839646, 'center_y': 0.141968, 'width': 0.022602, 'height': 0.032379}",0.839646,0.141968,0.022602,0.032379,,,,,,,,,,,,,,,,
34,C:\Users\247404\Documents\2024\ducks\test_2025\126.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7853}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3157}",126,54,22,33.3157,10,9,49.7853,14.0,22.0,1.0,"{'center_x': 0.782224, 'center_y': 0.763387, 'width': 0.017715, 'height': 0.034869}",0.782224,0.763387,0.017715,0.034869,,,,,,,,,,,,,,,,
35,C:\Users\247404\Documents\2024\ducks\test_2025\1264.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 45.9765}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 29.8929}",1264,54,22,29.8929,10,9,45.9765,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0052.JPG,2025_Januar_09,Altes Feld,Flug 1,DJI_0052.JPG,4032.0,3024.0,54.0,22.0,29.8929,10.0,9.0,45.9765,,,
36,C:\Users\247404\Documents\2024\ducks\test_2025\1271.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.7802}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.3101}",1271,54,22,33.3101,10,9,49.7802,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0059.JPG,2025_Januar_09,Altes Feld,Flug 1,DJI_0059.JPG,4032.0,3024.0,54.0,22.0,33.3101,10.0,9.0,49.7802,,,
37,C:\Users\247404\Documents\2024\ducks\test_2025\1274.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 48.6184}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 33.8722}",1274,54,22,33.8722,10,9,48.6184,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0062.JPG,2025_Januar_09,Altes Feld,Flug 1,DJI_0062.JPG,4032.0,3024.0,54.0,22.0,33.8722,10.0,9.0,48.6184,,,
38,C:\Users\247404\Documents\2024\ducks\test_2025\1281.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 44.8216}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 30.4584}",1281,54,22,30.4584,10,9,44.8216,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0069.JPG,2025_Januar_09,Altes Feld,Flug 1,DJI_0069.JPG,4032.0,3024.0,54.0,22.0,30.4584,10.0,9.0,44.8216,,,
39,C:\Users\247404\Documents\2024\ducks\test_2025\1282.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 44.8054}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 30.4461}",1282,54,22,30.4461,10,9,44.8054,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0070.JPG,2025_Januar_09,Altes Feld,Flug 1,DJI_0070.JPG,4032.0,3024.0,54.0,22.0,30.4461,10.0,9.0,44.8054,,,
40,C:\Users\247404\Documents\2024\ducks\test_2025\1283.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 43.6144}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 30.9841}",1283,54,22,30.9841,10,9,43.6144,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0071.JPG,2025_Januar_09,Altes Feld,Flug 1,DJI_0071.JPG,4032.0,3024.0,54.0,22.0,30.9841,10.0,9.0,43.6144,,,
41,C:\Users\247404\Documents\2024\ducks\test_2025\1286.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 45.2582}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 32.4479}",1286,54,22,32.4479,10,9,45.2582,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_09\Altes Feld\DJI_0074.JPG,2025_Januar_09,Altes Feld,Flug 1,DJI_0074.JPG,4032.0,3024.0,54.0,22.0,32.4479,10.0,9.0,45.2582,,,
42,C:\Users\247404\Documents\2024\ducks\test_2025\1312.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 43.029}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 28.4754}",1312,54,22,28.4754,10,9,43.029,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0022.JPG,2025_Januar_09,Neues Feld,Flug 1,DJI_0022.JPG,4032.0,3024.0,54.0,22.0,28.4754,10.0,9.0,43.029,,,
43,C:\Users\247404\Documents\2024\ducks\test_2025\1313.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 41.7039}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 28.8888}",1313,54,22,28.8888,10,9,41.7039,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0023.JPG,2025_Januar_09,Neues Feld,Flug 1,DJI_0023.JPG,4032.0,3024.0,54.0,22.0,28.8888,10.0,9.0,41.7039,,,
44,C:\Users\247404\Documents\2024\ducks\test_2025\1314.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 41.1015}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 28.4246}",1314,54,22,28.4246,10,9,41.1015,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0024.JPG,2025_Januar_09,Neues Feld,Flug 1,DJI_0024.JPG,4032.0,3024.0,54.0,22.0,28.4246,10.0,9.0,41.1015,,,
45,C:\Users\247404\Documents\2024\ducks\test_2025\1326.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 36.5115}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 26.2096}",1326,54,22,26.2096,10,9,36.5115,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_09\Neues Feld\DJI_0036.JPG,2025_Januar_09,Neues Feld,Flug 1,DJI_0036.JPG,4032.0,3024.0,54.0,22.0,26.2096,10.0,9.0,36.5115,,,
46,C:\Users\247404\Documents\2024\ducks\test_2025\1348.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 49.2411}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 32.8254}",1348,54,22,32.8254,10,9,49.2411,,,,,,,,,,,,,,,,,,,,,,,,
47,C:\Users\247404\Documents\2024\ducks\test_2025\1360.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 44.8263}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 30.4598}",1360,54,22,30.4598,10,9,44.8263,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_13\Altes Feld\DJI_0071.JPG,2025_Januar_13,Altes Feld,Flug 1,DJI_0071.JPG,4032.0,3024.0,54.0,22.0,30.4598,10.0,9.0,44.8263,,,
48,C:\Users\247404\Documents\2024\ducks\test_2025\1380.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 39.0903}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 23.8213}",1380,54,22,23.8213,10,9,39.0903,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_13\Neues Feld\DJI_0010.JPG,2025_Januar_13,Neues Feld,Flug 1,DJI_0010.JPG,4032.0,3024.0,54.0,22.0,23.8213,10.0,9.0,39.0903,,,
49,C:\Users\247404\Documents\2024\ducks\test_2025\1391.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 42.6754}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 28.1962}",1391,54,22,28.1962,10,9,42.6754,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_13\Neues Feld\DJI_0021.JPG,2025_Januar_13,Neues Feld,Flug 1,DJI_0021.JPG,4032.0,3024.0,54.0,22.0,28.1962,10.0,9.0,42.6754,,,
50,C:\Users\247404\Documents\2024\ducks\test_2025\1395.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 40.5281}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.9576}",1395,54,22,27.9576,10,9,40.5281,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_13\Neues Feld\DJI_0025.JPG,2025_Januar_13,Neues Feld,Flug 1,DJI_0025.JPG,4032.0,3024.0,54.0,22.0,27.9576,10.0,9.0,40.5281,,,
51,C:\Users\247404\Documents\2024\ducks\test_2025\14.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 47.1661}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 31.6605}",14,54,22,31.6605,10,9,47.1661,,,,,,,,,Fotos Drohne\Kontrollfluege\2024_Dezember_03\Kontrollfeld\Flug 1\DJI_0918.JPG,2024_Dezember_03,Kontrollfeld,Flug 1,DJI_0918.JPG,4032.0,3024.0,54.0,22.0,31.6605,10.0,9.0,47.1661,,,
52,C:\Users\247404\Documents\2024\ducks\test_2025\1419.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 47.1731}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 29.3643}",1419,54,22,29.3643,10,9,47.1731,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_16\Altes Feld\DJI_0048.JPG,2025_Januar_16,Altes Feld,Flug 1,DJI_0048.JPG,4032.0,3024.0,54.0,22.0,29.3643,10.0,9.0,47.1731,,,
53,C:\Users\247404\Documents\2024\ducks\test_2025\1438.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 44.8122}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 30.4533}",1438,54,22,30.4533,10,9,44.8122,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_16\Altes Feld\DJI_0067.JPG,2025_Januar_16,Altes Feld,Flug 1,DJI_0067.JPG,4032.0,3024.0,54.0,22.0,30.4533,10.0,9.0,44.8122,,,
54,C:\Users\247404\Documents\2024\ducks\test_2025\1449.JPG,4032,3024,"{'degrees': 10.0, 'minutes': 9.0, 'seconds': 43.7772}","{'degrees': 54.0, 'minutes': 22.0, 'seconds': 27.591}",1449,54,22,27.591,10,9,43.7772,,,,,,,,,Fotos Drohne\Kontrollfluege\2025_Januar_16\Neues Feld\DJI_0002.JPG,2025_Januar_16,Neues Feld,Flug 1,DJI_0002.JPG,4032.0,3024.0,54.0,22.0,27.591,10.0,9.0,43.7772,,,
